channel_code,customer_id,day_since_last_trx,count_trx,net_sales,count_site_activity,count_email_received,count_email_opened,count_content_clicked,count_product_viewed,count_email_opened_clicked,count_coupon_received,count_campaign_spam_marked,count_campaign_unsubscribed,count_chat_delivered,count_soft_bounced,count_hard_bounced
PlanetSports.Asia,d1a4ddf2295066080a649c8ff996e1ce070ea69cc6ec6d0faf2d010f9d9d2fea,321,1,"Rp512,613",0,24,2,0,0,2,0,0,0,0,0,0
PlanetSports.Asia,b54425d3413ca6a613820e307aa005a6b45f96d7c18797a485f0b2aebdad39fa,281,1,"Rp512,613",0,30,53,0,0,53,0,0,0,0,0,0
PlanetSports.Asia,a086de692a5735759cb87157800856e302e49ff6024ae2b59799b0ed1eb56a4c,255,1,"Rp512,613",0,28,22,0,0,22,0,0,0,0,0,0
PlanetSports.Asia,a7636f409f0a20323d8d735776da1e4f4541796da5a51b913af04bc000ca0171,277,1,"Rp512,613",0,32,19,0,0,19,0,0,0,0,0,0
PlanetSports.Asia,aad76c19d4831a8e5d057acd071605978a68f2e9a615b08de7b48518dda1d691,289,1,"Rp512,613",0,36,12,0,0,12,1,0,0,0,0,0
PlanetSports.Asia,a3558a688ffbec474f50940644239702c5a41ce2515c45cf3cbc7133e94cdc80,281,1,"Rp512,613",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,7d4593ecc143d1dcdb51fee8714af9fd922011f654ebdf4ed747a89052b41d68,23,1,"Rp512,613",0,2,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,2365ef5a37d3570ce4fdaf9682c7e25b55316a1b735c711e2f37db9c69ea42e4,244,1,"Rp512,613",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,32084e099dfcae32a9cce7eb4fd3b3f454dc2efd05ee9702ab534bee9ebd1683,251,1,"Rp512,613",1,24,18,0,1,18,0,0,0,0,0,0
PlanetSports.Asia,7fdac8430d011c65624eb58d7d1f8dff063c93bc83f576bc607f8df250c93f20,15,1,"Rp512,613",0,1,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,6fad26c15b1a9ba3d06397162c36957e655af50bd8911a6d1ccec4f0fe432095,341,1,"Rp512,973",0,31,19,0,0,19,0,0,0,0,0,0
PlanetSports.Asia,a63945fa60b6aee1d9d404ba0abd3f4df3e3315b4912a7262cb80fcd428e34e6,55,2,"Rp513,063",0,14,23,0,0,23,0,0,0,0,0,0
PlanetSports.Asia,cddd48adf942bdd6868ae03d05ddc7cbfc76a8cf6a3262899f6205ea566b69f4,93,1,"Rp513,514",0,6,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,5f79557ad6188be98c164e1aa9e86309e03baa50640745d6a121b2920a907b10,89,1,"Rp513,514",0,6,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,034c18feee340900b7c5ff0072818286d67fb5f72ebeb4ead64e3f65bc99a37b,14,1,"Rp513,514",0,3,0,0,0,0,1,0,0,0,0,0
PlanetSports.Asia,5e8c01ad4a9961c307527cdf0665ecdf728ec6275be137e9f9d6a30e8321436b,89,1,"Rp513,514",0,6,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,1cb6f2516699073185ed555e71621ff94cd558622a1bd45835736254ff53441e,15,1,"Rp513,514",0,1,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,401a932e91f3b807ad2f8250590ea4b7161281be1b4be2aa76312bac5f984266,92,1,"Rp513,514",0,12,4,0,0,4,1,0,0,0,0,0
PlanetSports.Asia,8088ed7565194049c75fc6082cd15e646c7535e114a5ef0467cbd8c65a75ccc3,93,1,"Rp513,514",0,8,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,c7110fb266867a7b4b1691089e11bd2b88d92bd1e2cbda8fc939d88f4e385d93,3,1,"Rp513,514",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,042b995f183bfe9aebe5bb543dfce203a3dcdfa6e530de2cd19118f24fdc9e20,99,1,"Rp513,514",1,13,1,1,0,1,1,0,0,0,0,0
PlanetSports.Asia,68fbdb433b16f24cd6d7024f2c0591a413df48f0d05f1b2e562f1451db56ab1c,100,1,"Rp513,514",0,8,1,0,0,1,0,0,1,0,0,0
PlanetSports.Asia,65b12b3c147df6b92237dd6a1cb99509674bf65d5464a28731d2d3b7807e1566,12,1,"Rp513,514",0,32,1,0,0,1,2,0,0,0,0,0
PlanetSports.Asia,b06e0579aeeb532db0a75eaf4bed6bbb9916960efdd8a19d2e954a3c748d5e94,94,1,"Rp513,514",0,9,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,51df1ceb7f5a1d3e937296550815514a4731ed4e141c37e2f65de1b40dbb40de,101,1,"Rp513,514",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,0827651b0503d33e319d6d8b36a080cb55b87eaa8838258b41744d341b620ac3,90,1,"Rp513,514",0,29,36,0,0,36,0,0,0,0,0,0
PlanetSports.Asia,dc9d92875a7dbe35a5ec35af7fe502dffb81f17b9364276850665705e11c9a41,12,1,"Rp513,514",0,1,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,b70248c0a9655f885e783ffed6b148c017cf0b71a865b34d73a04407dcba84a0,10,1,"Rp513,514",0,1,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,625bd1c6bfca85468dc5953cc43172fd6530e5bdfc9aec9bc3a6cd1b995da3a8,17,1,"Rp513,514",0,1,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,996d888be050672f74b9a3c3aadc5cea4c6fc6659ac031622f5c3ab0e10934e0,9,1,"Rp513,514",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,c3b0580c8f36e6f5a0a443951cce9838c650aed5285bca0752fe31ec0a1bba15,91,1,"Rp513,514",0,9,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,e9f408c4f66256876f84dd29ccb5b724f35a7d92d5d36565bf64203bd7a7b013,11,1,"Rp513,514",0,1,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,cdbc2a56c0f551f05cab1f27a042ff3b161126b888a1e6bc2103b498e7e20471,169,3,"Rp513,650",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,9bbd3849e30d78f7daf9e8a38a7e9e2dfc58b3951e9e719b48cbe93520be70d5,70,1,"Rp514,595",0,11,3,0,0,3,1,0,0,0,0,0
PlanetSports.Asia,27c6395a2df31649465d3cdb7b6069851f5cf9e3689162c0db83b86ea7238e53,66,1,"Rp514,595",0,6,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,c0b3801eb6449ecc4bf041cb2011520ec4e77f519f4a85caa934dbbaa728aed9,18,1,"Rp514,901",0,2,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,461f25dc8182123772294e9647b838e010496c2446a7db046a2ace206ab0c7ff,171,1,"Rp514,919",0,7,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,67a3d7bd9b572ccefef47ac1c5caa077da60e401e79f857dabf07dc8fc76e882,200,1,"Rp515,912",0,19,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,72718d5d263267a90babb5b8cd6dac8cc365284db99316d926423c0ab178853b,301,1,"Rp516,036",0,24,1,0,0,1,1,0,0,0,0,0
PlanetSports.Asia,d3497b66ace5f78bc53ea03a0558aeb162d5e17c96ebd9e0affe80c47ccb1035,328,1,"Rp516,081",0,22,20,0,0,20,0,0,0,0,0,0
PlanetSports.Asia,1e29f7809d1d4837d74ef2eb97df3de572ccaf2ae6e4f7e52db93703cf8d85fa,338,1,"Rp516,396",0,27,12,0,0,12,0,0,0,0,0,0
PlanetSports.Asia,c187a5a59dd73b506bf6285cb578c2387f8c8adbf26286ef136d90fbf351cb86,18,1,"Rp517,477",0,2,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,7cc792854a881a24bba334bf0734fb321a0ac8efa3626ea5f6ff45f877e4f8e3,289,1,"Rp517,477",1,24,1,1,0,1,0,0,0,0,0,0
PlanetSports.Asia,62244849d30db9ac97927b9ddc10a8eab8cb965ef2e0cb42cabd4a02414dceac,19,2,"Rp517,477",0,20,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,d203c7121a4b7cde66c2e2d19e81d5fcf9b5cc456b19fb72e8b6bf57839e795f,262,1,"Rp517,477",0,24,0,0,0,0,1,0,0,0,0,0
PlanetSports.Asia,9ad3dd6214300f5d5656d2fa2635d222ede33312c4e3f442328c58e29ca2a5f4,304,1,"Rp517,477",0,24,37,0,0,37,0,0,0,0,0,0
PlanetSports.Asia,64984bb60d8320200e1cf57f0408fcd26a0040b53d8c545c747212e9c0e0e54a,287,1,"Rp517,477",1,31,29,1,0,30,0,0,1,0,0,0
PlanetSports.Asia,ddff29875677ba72c8e3c8a940253b280389710145a98872c2348c800de83079,303,1,"Rp517,477",0,22,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,b7ff3d29694f72888157e67706a46880f8d35afe41c7648f646318cf1ea1c9e6,237,1,"Rp517,477",0,20,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,12962d11e2e704c82870636856f47d828087e2c3596b58a0c52106711239d6a5,303,1,"Rp517,477",0,24,5,0,0,5,0,0,0,0,0,0
PlanetSports.Asia,821ca1aa216bbbf1d3448cb955741578948307b89e59c187be13fa597b9bb687,303,1,"Rp517,477",0,22,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,d664bd23e74ec3e8f149ef5f5f2c56a4d9b805de5ff0f743fc8e3f5956a7d1c1,14,1,"Rp517,477",0,1,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,80400b071a007278c67893b8fd3232ec4c1a836d7572eb93e980e1db37a6b9fa,224,1,"Rp517,477",0,14,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,e111c4b6cfe6d39cd3d4f5a5e3eb520126241c56882f6c376656d38f2e712550,22,1,"Rp517,477",0,24,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,a31323230c4929a24edb620ef8f737ce1169c2d5e148bcfc999a501c4507a91d,51,1,"Rp517,568",0,5,0,0,0,0,1,0,1,0,0,0
PlanetSports.Asia,d82300341c6f895f6bff95fc5f1cf5535bb1cb83a956aa638fea9689aeadd451,63,1,"Rp517,568",7,10,1,1,8,2,1,0,0,0,0,0
PlanetSports.Asia,6c7cfcd80971308dd7f53d390cf130e96956dcaa21d7f3ca3580d326f2a77bef,77,1,"Rp517,568",0,4,1,0,0,1,0,0,0,0,1,0
PlanetSports.Asia,001e8256b8f7f2d5dec89b1e2f4979564924c9c1749a522a4c24fc144dd44e2c,103,1,"Rp517,568",0,10,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,3ed8ca83c30b3d079671080b5b0e8da6979646f4c843128153e9175e89d21876,156,1,"Rp517,568",0,13,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,6ae290447e9a234d461f83e6a73c23989bd1e179eb1956c21f6c8ec34b4853e0,57,1,"Rp517,568",0,4,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,72c0cadca96b62a5f6e2b5fb829df76487656b246a9cbd21ec34b9f52eb1c08e,90,1,"Rp517,568",100,66,70,7,84,70,0,0,0,0,0,0
PlanetSports.Asia,634602a61c68572ed482ab7edda9e8d14b04d458c7f4d0d4dba48d014aa8d5f7,169,1,"Rp517,568",0,12,20,0,0,20,0,0,0,0,0,0
PlanetSports.Asia,644257a1170b0cbed2a862e2120c1bf513eef6fcbe33603a53fc1e26a4fdb98d,92,1,"Rp517,568",0,20,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,43cf7698b448c81eb6d51822459e89c138f6317cd4d74d8d6c3fad28d9e6ba9d,87,1,"Rp517,568",0,8,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,d4918eb68d82ba20dfec6e60a79602080847c1cb8833ccf4f69f9df53eef0f7a,173,1,"Rp517,568",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,703fc40af56f5880722dfaef2657904d0a4112e612bda08ffa7fcb818149d50c,55,1,"Rp517,568",0,3,1,0,0,1,0,0,1,0,0,0
PlanetSports.Asia,e862b7b643f4294ba64940aa3d98a6f251ceec4b3eb9f5919c8439272909e18b,327,1,"Rp517,622",0,19,14,0,0,14,0,0,0,0,2,0
PlanetSports.Asia,1feb25954667a52d4b9eafde1458fa59709685782a68c44b1ec08682cbaf98e0,174,1,"Rp517,622",0,20,12,0,0,12,0,0,0,0,0,0
PlanetSports.Asia,f10fb6b02ae57be139e7ccea3fbad85e68336b5f869deb5ca49af26c2fca4b22,288,1,"Rp517,766",0,23,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,71a7ff049ccefa023ed20926523a3ff89d3fef46dc4393fbbae8a83619b41472,83,1,"Rp517,838",0,26,20,0,0,20,1,0,0,0,0,0
PlanetSports.Asia,ca7acd69adf4f8964b150bdc11a96a650c43d6471ea2622a21d2a9d6f5bb8fb2,90,2,"Rp517,838",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,941154008eded930c87b6758792559e5af6ab7e4840ce3f1de47d392e1f5a64e,68,1,"Rp518,054",0,5,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,50f316ad8814d3d0033cef7a278cd6e00cfe0cbfff3c4ea43fda9e564f8b466e,360,1,"Rp518,270",0,27,2,0,0,2,0,0,0,0,0,0
PlanetSports.Asia,ef6bce01d47d176227439c98fb9d5a50eb3a105ec585715c521ae0af8950424e,163,1,"Rp518,270",0,19,5,0,0,5,1,0,0,0,0,0
PlanetSports.Asia,b12306227ae0b1fad86746a24a67e16d9fb5ba4e769a2aaac285fb8798dfde6d,69,1,"Rp518,378",0,4,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,c6ccb92f45313271ea76672f95c2121562b51a2e73ad64221c43fd679c2ba9ee,215,1,"Rp518,486",0,22,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,92f298a6561c9a84b5d03ada07b73287ef51b77f7c6f90adeb510f2b749e674a,214,1,"Rp518,486",0,15,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,0c4530c6871cee579dc45c8b65660608d7cbb2ad8f795c56ce3be6ebc36d4db4,214,1,"Rp518,486",0,20,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,ecddd2a00d4cb8cf60a9cf52498f107759048dc80720bd3676907cd10f6e87b3,358,1,"Rp518,631",0,20,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,e035d071188f86fba5aa428807bbc2d974767eb75ee0f81a52bd053f0d00edff,301,2,"Rp518,919",0,14,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,67a21e43289d4528a71114c9ff416586ffc772a4b9a2b553c4297eaf477245e9,85,1,"Rp519,640",0,10,6,0,0,6,0,0,0,0,0,0
PlanetSports.Asia,41dd8d923d75d1cd57664f7eca22acdc032d22f618917b6d1c3c09cb26f23e02,302,3,"Rp520,000",0,24,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,ccddb3093af14e03d08e526df1c8c62c8c6514877c998bde6debc27b8f9c50de,99,1,"Rp520,108",0,13,1,0,0,1,2,0,0,0,0,0
PlanetSports.Asia,2e1fc10baffb7a5913a84f15149d91b96cb29df51145cb64c1c36978be38604e,100,1,"Rp520,108",7,18,3,1,7,3,1,0,0,0,0,0
PlanetSports.Asia,25bd027179907243f0d2ac8a9a21b596c59d0dadd76a90900b0430a0211dd464,95,1,"Rp520,180",0,15,3,0,0,3,0,0,0,0,0,0
PlanetSports.Asia,295774d3bc7b320f09b7012cd234faad876ecf965a36333d312703015dc64f09,97,1,"Rp520,721",0,9,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,481b2eba52a53beb15f1c5c2765a603af72dbef77fceb7f330347c17721e1502,218,2,"Rp520,901",0,27,0,0,0,0,1,0,0,0,1,0
PlanetSports.Asia,7292ce20b2cb2119471deeda39c4a32881e6c90616bb7adeca9faff11a1690fc,304,6,"Rp520,901",0,2,0,0,0,0,1,0,0,0,0,0
PlanetSports.Asia,00fe1c870653c7edc0950767990a9371655b6e43de9082aad8c236558483649e,302,2,"Rp520,901",0,26,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,dfa0c06605bdf97172db054a2ee8368ac819d97f21f8d6612084479afe5925ec,187,2,"Rp520,991",0,27,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,759334e2a0a69453ea8ee9d26f02b5df79ac23f7bb5f130ad2bc706d6ff6f423,257,1,"Rp520,991",0,23,21,0,0,21,0,0,0,0,0,0
PlanetSports.Asia,252f48e45e15ed662eda06119a062f9c2a7c42c8a5decbef6dd2a7501d7c7ffc,200,1,"Rp521,171",0,16,18,0,0,18,0,0,0,0,0,0
PlanetSports.Asia,6922923914e841866585be7ee6bb3805c1ba17ef7a4a7727dd2278f4568ab98b,63,2,"Rp521,171",0,11,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,9b724a68636fc63398e84c15762ef690e042baaea5842d60ae339e5e9af8c939,200,1,"Rp521,171",0,23,40,2,0,41,1,0,2,0,0,0
PlanetSports.Asia,e1824eff651bd8570ff53fcc9420c11e076f002e6fc7ed26713d0c4c5dff749d,201,1,"Rp521,171",0,16,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,09f4d8c4c96b3a31644d9034d3ea7c5dd2c8f5bf8c22213e335b246e6268ed3c,56,1,"Rp521,171",0,5,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,ef3c6bf37c87e1707ece1a2e7dfbef7d92dd2ec291c69dcd2725f4357b4b493f,301,2,"Rp521,261",0,26,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,4d5390428c97019916f9d1981495c549452c129224cbe398d128fbb9277f2447,302,2,"Rp521,261",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,4fe87b67bfd4a78a5b87b1cfef30b04b119465f1ae8cf6eac93c7cceb5aacdb4,204,2,"Rp521,622",0,30,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,9e29c3686862c2fd10378ede5c85e0a566ecb773faf38d1753abe2e11af2a998,104,2,"Rp521,622",0,10,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,f26f4994b2e3ca9108884063237b33e02166122cf09f44df79ba2ae4c0bc8896,101,1,"Rp521,982",3,19,24,2,4,24,0,0,0,0,0,0
PlanetSports.Asia,7c37fbc101bae17e20527e3028a96327c3954367fbfff2f4d465d2accdb9dd5b,93,1,"Rp521,982",1,29,1,0,0,1,0,0,0,0,0,0
PlanetSports.Asia,8f2b8563ce744c10f82b59f16f2b405a6eaad1e3ae2716afc46a438da850f76a,94,1,"Rp521,982",11,22,34,4,13,36,0,0,0,0,0,0
PlanetSports.Asia,c6dbc5880877eecac7e0fd81efb720c6463f2b96fef4cf6527ee3410a30d2645,88,1,"Rp521,982",7,26,14,8,3,15,0,0,0,0,0,0
PlanetSports.Asia,d531b0bb46624a849c1c24e8a7749f52d866d579897b0135e3d1c5a99a4561cd,96,1,"Rp522,440",0,16,15,0,0,15,0,0,1,0,0,0
PlanetSports.Asia,a35ccccdab63294d2c943e620e7f38bc7a0fb1401c72f8388eecce4e36a1c775,55,1,"Rp522,523",0,12,1,0,0,1,1,0,0,0,0,0
PlanetSports.Asia,04879adc48135bf1c2e462395dcdb467ea3a1932f8a29f684c5a9e13de8ff8bb,52,1,"Rp522,523",0,6,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,b2384110b9028e190f27baa4271689ca24285733e4cfcc3eb91ec59dc1b00414,56,1,"Rp522,523",0,5,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,cf2871dfe9277b692e93d6ffefa24a4e441f63fae52010f6e6eb69ce4b178002,107,1,"Rp522,523",0,10,2,0,0,2,0,0,0,0,0,0
PlanetSports.Asia,00b491afc007af1d89db08bd5fec6b32edfeffb02e18f7e0e734d512bf6ce3bd,109,1,"Rp522,523",0,11,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,51944ea3c059d50c0ae77085467580dc225d2a7223ef8225817dcddb6da0b17d,178,2,"Rp522,793",0,30,17,0,0,17,0,0,0,0,0,0
PlanetSports.Asia,f1ccf700cfd59bc740e4bd61b2b5a38620ff9bd29c7b50728bc4b0b969a6a387,303,2,"Rp523,784",1,37,41,2,0,41,0,0,0,0,0,0
PlanetSports.Asia,01b7b93e83f6ad870c0b9a43b4dcf5f5f67720343632ef316990b04b4b4ab3b1,13,2,"Rp524,054",0,30,0,0,0,0,1,0,0,0,0,0
PlanetSports.Asia,a3b7447e22313ea8080b4383d36ccb0abf701ba27f4d8af7cd87f860c583324e,338,1,"Rp524,234",0,19,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,d05637685d76ed7a6724606ecad41f58641e012ee4f92b8a51c11596909754a8,307,1,"Rp524,595",0,23,0,0,0,0,1,0,0,0,0,0
PlanetSports.Asia,bbfac6341ea44c0db485333eaf7e122fb288b6c0a507d27db65f164d661ce224,39,1,"Rp525,405",0,4,1,1,0,1,0,0,0,0,0,0
PlanetSports.Asia,a6411be9c2ddc17e9560c0236d630861f7a0b4b3b7b583f6dfba4dc778d26c76,144,3,"Rp525,486",0,28,5,0,0,5,2,0,0,0,1,0
PlanetSports.Asia,be1ede8eaf93c4bb5c0ac49b684bfdc6845a58bcb748cd81047fb39ca29ca89d,98,4,"Rp525,586",0,17,5,1,0,5,0,0,0,0,0,0
PlanetSports.Asia,bb5410515f32a37c5a9ab045a819e37f30e6d75d9411c4a1f232455a2be5ff99,159,1,"Rp526,216",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,3647fa7d3d2a9e8979d7950404a4fcc1ae3a14c592bb39c0e32fdb8d7cbc92e8,359,1,"Rp526,216",0,21,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,01b354f9d7ab53b359a68cddd256a9ac8fd340b074650e7edfa69787c3d40fc8,158,1,"Rp526,622",0,22,14,0,0,14,0,0,0,0,0,0
PlanetSports.Asia,26fde6a360a09cfa5a3312ad7c96d1bd718e7619665cf8f4d115bad9671394e4,156,1,"Rp526,832",42,29,9,3,113,10,1,0,0,0,0,0
PlanetSports.Asia,fba7b6393795c3d7643e27813bb64b6a016481a8ca2e5051d3e2c221d62d991f,27,1,"Rp527,027",0,2,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,a149baf25e667ec024b61df6d73de7df35672b3300d5ad8ba0c424d760da1bd2,150,1,"Rp527,027",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,eaa95a380ebb943b7456b494f6f46496f8fb1637f13de8526f88aaba7fdbfb8f,178,1,"Rp527,027",0,13,11,0,0,11,0,0,0,0,0,0
PlanetSports.Asia,ca98b87d00fa5116d913bc604d91678eab16fe45302281720b1131a7418b9e73,25,1,"Rp527,027",0,2,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,456fb291fbaf231473b99f1524b957be0e86e63f85c5bc195e2d3cf83071c061,178,1,"Rp527,027",0,15,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,aff663349c5c70c373cb5634f8740a1cc1422abe1cdc8ce90336786afb86babf,25,1,"Rp527,027",3,4,5,4,10,7,1,0,0,0,0,0
PlanetSports.Asia,e2cd0ebf323ba50ce75240050c29235cefc8886f1b1d4a39f5a42e6ad640b4ff,156,1,"Rp527,027",0,17,3,0,0,3,1,0,0,0,0,0
PlanetSports.Asia,30ff607ed310cb0b3baea13b2c9d093a7705f2af6dd14deb3dce6cf412341d6f,104,1,"Rp527,027",0,10,7,0,0,7,0,0,0,0,0,0
PlanetSports.Asia,fe580ea9808d1373e4f1bda4dc74b1f3f8ddee439e44f48a3ba3bd06709ddad5,154,1,"Rp527,027",0,12,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,016620279e7b19adbbe81232d65115ecaed5f2ca309e75e2d058a820831fbe93,26,1,"Rp527,027",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,53f79a7475761a3c5cf0a0225beb6dbdf9e5d3ef9043c800b4426974e4f38379,329,1,"Rp527,027",0,29,22,0,0,22,0,0,0,0,0,0
PlanetSports.Asia,b6fa1a5ae4b497b42737c27f9f6a32f810bfcd22a04bd45000d44295873122a2,97,1,"Rp527,613",0,9,14,0,0,14,0,0,0,0,0,0
PlanetSports.Asia,3698fb3c13849d5dde91704f945c806458a86399ed7fbf649c64a1327abd29f1,102,1,"Rp527,919",5,16,3,1,0,4,0,0,0,0,0,0
PlanetSports.Asia,cfa4f9eef1b1b0e4bd884f39cb80f42dd1df53f0ee83064a4f61aebe9a8844cf,148,1,"Rp528,130",2,34,39,1,2,40,0,0,0,0,0,0
PlanetSports.Asia,536cd5435aaad49e5af2750e9eb793bd031d79e49c7ee4d684de5f60f8afe7ed,100,1,"Rp528,378",0,8,6,0,0,6,0,0,0,0,0,0
PlanetSports.Asia,f9798456e7930d0e4de39c40c1cede31fc2e80e6d876a565f8505a69acb36a29,58,1,"Rp528,468",0,6,5,0,0,5,0,0,0,0,0,0
PlanetSports.Asia,b3717165d180df2ae34139d246bfccc23952958c56b28121db790d60640cd3c5,68,1,"Rp529,009",0,6,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,e1cd22281de9854eda57343351f953562acd3d82755b09ad0a16192db6dd8859,10,1,"Rp529,009",0,4,1,0,0,1,1,0,0,0,0,0
PlanetSports.Asia,90d37311131d370b612d588359d64f0ae4ee7b860f82741cd0de10c2a27031c8,29,1,"Rp529,099",1,5,3,2,2,3,0,0,0,0,0,0
PlanetSports.Asia,0bbad04334561d15a7d5d80e1d9d2a52a1f3fc1b453f2e4aa4a6672ec0c90d24,95,2,"Rp529,099",0,15,0,0,0,0,1,0,0,0,0,0
PlanetSports.Asia,c543fbd75847c47baca66385a859296cf950beab601f11c963dccd369a9702ee,85,3,"Rp529,279",0,0,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,ce0818e283bf0fd28e98bc96066ab783a075cdef352aed124c69dfc41a5f015b,288,1,"Rp529,297",0,19,5,1,0,5,0,0,2,0,0,0
PlanetSports.Asia,98912523a5a9360b4e548d0ce1c36f8e93ec812dd542e4defb2ac4203972588c,7,2,"Rp529,730",0,29,0,0,0,0,1,0,0,0,0,0
PlanetSports.Asia,ee6a87435a443dff2a0432e9f14405e4d75dee74def152cfd306836b55318f1d,294,2,"Rp530,000",0,32,36,0,0,36,2,0,0,0,0,0
PlanetSports.Asia,11ca84882ea058ac6915634f81be0d81b708c0172c979f2877285c2b90b1c637,179,2,"Rp530,360",1,23,4,5,3,4,1,0,0,0,0,0
PlanetSports.Asia,3cccf9a7903195103b4318ba511054f70193c3b94560dae009bcc5230767dd88,26,2,"Rp530,414",0,3,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,9b74d025e0175411a96ca4e6315611a05c6d2aa741404027a022ea78b2fff6dc,84,1,"Rp530,450",0,15,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,524fe51e7a6a3d8d77f75e4decff10ee26f48c5a6258cadd81e7ab01fd5fd2b3,140,2,"Rp530,541",0,16,2,0,0,2,0,0,0,0,0,0
PlanetSports.Asia,eb6604dc3621c80160a31b156fbe85596042903cc09011cc07562ba77bedf3f5,30,1,"Rp530,631",0,2,0,0,0,0,0,0,0,0,0,0
PlanetSports.Asia,192797618651b59a11f3fd636d4f6fbc99904bac15ab3bd183fe5a220c7db401,301,1,"Rp530,631",0,25,7,0,0,7,0,0,0,0,0,0
PlanetSports.Asia,39678cdd15ad0233fe31677da3d2e4b4428b9358b7b5d4e1ac476a938d620767,330,1,"Rp530,631",0,23,0,0,0,0,0,0,0,0,0,0
